"","x","y","date","dx","dy","dist","dt","R2n","abs.angle","rel.angle","id","burst","year"
"11396",665531.443810822,7258776.68988853,2010-06-14 05:16:00,1.84242778876796,171.332262814976,171.342168836095,7200,512346826.427516,1.56004320449987,-2.45345628578248,"r_RG_10_061","r_RG_10_061.1","2010"
"11397",665533.286238611,7258948.02215134,2010-06-14 07:16:00,161.466308664414,18.4618671126664,162.518335491715,7200,518146519.622598,0.11384442731219,-1.44619877718768,"r_RG_10_061","r_RG_10_061.1","2010"
"11398",665694.752547275,7258966.48401845,2010-06-14 09:16:00,175.196580240037,-39.0043517062441,179.485880168408,7200,523738546.779184,-0.219059333510447,-0.332903760822637,"r_RG_10_061","r_RG_10_061.1","2010"
"11399",665869.949127515,7258927.47966675,2010-06-14 11:16:00,31.7262594336644,-33.0022564092651,45.7788648368989,7200,527875700.128833,-0.805108668286912,-0.586049334776465,"r_RG_10_061","r_RG_10_061.1","2010"
"11400",665901.675386949,7258894.47741034,2010-06-14 13:16:00,170.841786732781,-127.274671589956,213.03933468348,7200,527759936.824413,-0.640284163195975,0.164824505090937,"r_RG_10_061","r_RG_10_061.1","2010"
"11401",666072.517173682,7258767.20273875,2010-06-14 15:16:00,-48.4861081574345,4.50267015211284,48.694729927921,7200,528887233.509629,3.04899307599359,-2.59390806799002,"r_RG_10_061","r_RG_10_061.1","2010"
"11402",666024.031065524,7258771.7054089,2010-06-14 17:16:00,-235.207652382785,-108.839336842299,259.169135862457,7200,527502902.366433,-2.70819707830705,0.525995152878947,"r_RG_10_061","r_RG_10_061.1","2010"
"11403",665788.823413142,7258662.86607206,2010-06-14 19:16:00,1050.4409730651,1257.70185121987,1638.67024884686,7200,516509198.350331,0.874953493864583,-2.70003473500795,"r_RG_10_061","r_RG_10_061.1","2010"
"11404",666839.264386207,7259920.56792328,2010-06-14 21:16:00,-501.680664859712,386.610228260048,633.364790692827,7200,593550512.188369,2.48501847906663,1.61006498520205,"r_RG_10_061","r_RG_10_061.1","2010"
"11405",666337.583721347,7260307.17815154,2010-06-14 23:16:00,-676.479389259592,-9.99493191763759,676.553222412744,7200,591059352.018196,-3.12681880404016,0.6713480240728,"r_RG_10_061","r_RG_10_061.1","2010"
"11406",665661.104332087,7260297.18321962,2010-06-15 01:16:00,34.0313702626154,-222.713649202138,225.298698848627,7200,569353320.36496,-1.41916594450832,1.70765285953184,"r_RG_10_061","r_RG_10_061.1","2010"
"11407",665695.13570235,7260074.46957042,2010-06-15 03:16:00,-11.0607560002245,31.0124628553167,32.9258739542157,7200,562349940.421847,1.91338770406102,-2.95063165861025,"r_RG_10_061","r_RG_10_061.1","2010"
"11408",665684.07494635,7260105.48203327,2010-06-15 05:16:00,-343.363809214323,-51.6665604291484,347.22923112081,7200,563123559.592705,-2.99224134832757,1.377556254791,"r_RG_10_061","r_RG_10_061.1","2010"
"11409",665340.711137135,7260053.81547284,2010-06-15 07:16:00,-164.611579752062,476.445683455095,504.080808473663,7200,550767479.719033,1.90345586888809,-1.38748808996393,"r_RG_10_061","r_RG_10_061.1","2010"
"11410",665176.099557383,7260530.2611563,2010-06-15 09:16:00,-265.756156641408,-85.7518413942307,279.248479128023,7200,563151523.803686,-2.82946857070979,1.5502608675817,"r_RG_10_061","r_RG_10_061.1","2010"
"11411",664910.343400742,7260444.50931491,2010-06-15 11:16:00,-268.382796888938,141.929460962303,303.600555920076,7200,552122174.972682,2.65514622881702,-0.798570507652776,"r_RG_10_061","r_RG_10_061.1","2010"
