x_,y_,t_
4334373.53569734,3401787.877754868,2024-08-13T22:00:37Z
4334441.7033404885,3401729.0882071224,2024-08-13T23:00:08Z
4333760.533645293,3401180.8181371875,2024-08-14T00:00:10Z
4333656.685315643,3401249.5384336817,2024-08-14T01:00:38Z
4333623.606524692,3401273.9335411894,2024-08-14T02:00:11Z
4333554.391329305,3401231.463494432,2024-08-14T03:00:12Z
4333057.407500718,3401152.2865194757,2024-08-14T04:00:37Z
4333062.026619614,3401153.4110013903,2024-08-14T05:00:11Z
4333060.6890036,3401160.0846705246,2024-08-14T06:00:38Z
4333053.4486600505,3401151.1637052484,2024-08-14T07:00:14Z
4333061.352125563,3401158.9735018592,2024-08-14T08:00:38Z
4333061.363496719,3401154.522169964,2024-08-14T09:00:11Z
4333061.3379116105,3401164.5376667413,2024-08-14T10:00:38Z
4333056.098306359,3401147.831860126,2024-08-14T11:00:36Z
4332996.145631107,3401095.3776955223,2024-08-14T12:00:36Z
4332993.306605417,3401173.2693851897,2024-08-14T13:00:12Z
4332990.002392764,3401174.373944488,2024-08-14T14:00:36Z
4332990.6570176575,3401176.6012650775,2024-08-14T15:00:10Z
4332993.309432181,3401172.156552175,2024-08-14T16:00:10Z
4333003.3409036035,3401122.1039018864,2024-08-14T17:00:38Z
4333002.023163402,3401120.987756366,2024-08-14T18:00:10Z
4332981.401845639,3401181.029441601,2024-08-14T19:00:11Z
4333724.8311485825,3401443.3534472357,2024-08-14T20:00:37Z
4333758.497349217,3401445.6687834733,2024-08-14T21:00:09Z
4333767.161712068,3401415.6451969957,2024-08-14T22:00:38Z
4333830.384787588,3401474.7948757196,2024-08-14T23:00:09Z
4333698.039679637,3401339.788091027,2024-08-15T00:00:23Z
4333634.120111834,3401292.879579981,2024-08-15T01:00:38Z
4333629.721548315,3401209.4049261888,2024-08-15T02:00:10Z
4333615.1777185975,3401216.043602966,2024-08-15T03:00:10Z
4333060.762911995,3401131.1510132225,2024-08-15T05:00:37Z
4333062.706801409,3401145.6228350857,2024-08-15T06:00:12Z
4333071.9052136615,3401163.4514751737,2024-08-15T07:00:14Z
4333052.774175803,3401156.7262069145,2024-08-15T08:00:37Z
4333072.542728863,3401172.3558048,2024-08-15T09:00:13Z
4333063.31874726,3401164.5426602275,2024-08-15T10:00:38Z
4333077.819255137,3401174.594800902,2024-08-15T11:00:16Z
4333079.794392262,3401176.8254671507,2024-08-15T12:00:36Z
4333087.114414602,3401154.587149364,2024-08-15T13:00:13Z
4333081.114945923,3401176.8288011453,2024-08-15T14:00:38Z
4333086.414252801,3401170.1651429683,2024-08-15T15:00:20Z
4333081.7353560645,3401192.4101298456,2024-08-15T16:01:06Z
4333087.003308925,3401197.987635002,2024-08-15T17:00:13Z
4333089.678598287,3401184.640311743,2024-08-15T18:00:17Z
4333300.373224873,3401159.5819702223,2024-08-15T19:00:38Z
4333432.88128522,3401238.9361048685,2024-08-15T20:00:11Z
4333615.287733205,3401174.8687933097,2024-08-15T21:00:10Z
4333681.378206822,3401151.6738431156,2024-08-15T22:00:37Z
4333737.517043465,3401146.258752207,2024-08-15T23:00:10Z
4333499.014151952,3401199.046144323,2024-08-16T00:00:36Z
4333487.123338921,3401201.2407790003,2024-08-16T01:00:54Z
4333628.511133525,3401168.226631426,2024-08-16T02:00:10Z
4333557.059043095,3401221.4549301895,2024-08-16T03:00:31Z
4333461.038402862,3401077.647490351,2024-08-16T04:00:10Z
4333067.935008405,3401166.779980826,2024-08-16T05:00:36Z
4333069.244186238,3401171.234643438,2024-08-16T06:00:11Z
4333065.954173694,3401166.774985429,2024-08-16T07:00:24Z
4333061.326540444,3401168.988998645,2024-08-16T08:02:30Z
4333077.133359225,3401184.6086310493,2024-08-16T09:00:18Z
4333070.510686952,3401192.3818010394,2024-08-16T10:00:37Z
4333074.475180794,3401191.2789634583,2024-08-16T11:00:10Z
4333073.143248773,3401195.7269632015,2024-08-16T12:00:11Z
4333101.651982351,3401150.1725337277,2024-08-16T14:03:00Z
4333091.724974387,3401159.0501588355,2024-08-16T15:00:10Z
4333072.502892692,3401187.9354664274,2024-08-16T16:00:36Z
4333071.834081551,3401191.2722994955,2024-08-16T17:00:11Z
4333072.482974585,3401195.725297258,2024-08-16T18:00:12Z
4333066.121962176,3401101.117840293,2024-08-16T19:00:37Z
4333606.138931821,3401139.233784911,2024-08-16T20:00:37Z
4333688.61736524,3401160.595758907,2024-08-16T21:00:10Z
4333700.469460641,3401172.8684492544,2024-08-16T22:00:37Z
4333707.099189073,3401162.870485591,2024-08-16T23:00:10Z
4333650.847278273,3401210.5735748904,2024-08-17T00:00:10Z
4333611.742594913,3401266.1123718405,2024-08-17T01:00:38Z
4333607.096972523,3401275.0028535547,2024-08-17T02:00:10Z
4333616.968206162,3401287.270118713,2024-08-17T03:00:10Z
4333518.333217219,3401134.551901654,2024-08-17T04:01:36Z
4333088.568885111,3401102.287336446,2024-08-17T05:00:10Z
4333074.478026704,3401190.1661304845,2024-08-17T06:00:38Z
4333074.469488972,3401193.50462941,2024-08-17T07:00:10Z
4333088.355197634,3401185.7498083506,2024-08-17T08:00:31Z
4333073.806368717,3401194.6157962615,2024-08-17T09:00:14Z
4333063.264725306,3401185.686486791,2024-08-17T10:00:38Z
4333079.099951456,3401190.17779593,2024-08-17T11:00:10Z
4333079.122727444,3401181.2751321704,2024-08-17T12:00:12Z
4333111.450569733,3401191.3724120064,2024-08-17T13:00:39Z
4333096.992952937,3401164.6276749554,2024-08-17T14:00:37Z
4333095.6581414435,3401170.1885013683,2024-08-17T15:00:11Z
4333096.355482705,3401155.7233420545,2024-08-17T16:00:18Z
4333091.101742352,3401144.5816618665,2024-08-17T17:00:38Z
4333087.140054311,3401144.571652717,2024-08-17T18:00:09Z
4333146.168460316,3401042.339829623,2024-08-17T19:00:11Z
4333636.431491221,3401169.3603821527,2024-08-17T20:00:37Z
4333681.987672839,3401170.5937481606,2024-08-17T21:00:11Z
4333517.484113469,3401205.7714696876,2024-08-17T22:00:38Z
4333568.988350401,3401204.7936439356,2024-08-17T23:00:11Z
4333607.180175016,3401243.843537697,2024-08-18T00:00:12Z
4333610.496373622,3401238.2880737367,2024-08-18T01:00:36Z
4333598.599667876,3401242.708096784,2024-08-18T02:00:10Z
4333558.96881118,3401248.1681144284,2024-08-18T03:00:36Z
4333552.262591775,3401287.099934563,2024-08-18T04:00:38Z
4333345.074068559,3401487.984997051,2024-08-18T05:01:07Z
4333079.102798456,3401189.064962957,2024-08-18T06:00:36Z
4333074.492256251,3401184.6019656206,2024-08-18T07:00:08Z
4333076.473083481,3401184.6069645556,2024-08-18T08:00:36Z
4333069.184448307,3401194.604135928,2024-08-18T09:00:10Z
4333081.040911787,3401205.7624583915,2024-08-18T10:00:12Z
4333076.464544353,3401187.9454634716,2024-08-18T11:00:38Z
4333073.157476772,3401190.16279832,2024-08-18T12:00:09Z
4333081.095013675,3401184.618631926,2024-08-18T13:00:09Z
4333094.289126131,3401189.1033237185,2024-08-18T14:00:37Z
4333071.133974859,3401206.8502954245,2024-08-18T15:00:12Z
4333091.633775891,3401194.660813654,2024-08-18T16:00:36Z
4333089.001226548,3401191.315641312,2024-08-18T17:00:36Z
4333076.498700851,3401174.5914678173,2024-08-18T18:00:16Z
4333141.543529277,3401043.4409323568,2024-08-18T19:00:38Z
4333527.565364655,3401139.0274253553,2024-08-18T20:00:11Z
4333545.988208828,3401163.558184359,2024-08-18T21:00:12Z
4333534.716201525,3401181.3340902287,2024-08-18T22:00:37Z
4333536.057436694,3401173.5477206456,2024-08-18T23:00:11Z
4333578.818323415,3401232.640488292,2024-08-19T00:00:36Z
4333560.9555329075,3401245.9476484708,2024-08-19T01:00:09Z
4333497.074567985,3401183.461311891,2024-08-19T02:00:36Z
4333493.180637818,3401157.85581327,2024-08-19T03:00:37Z
4333472.817804905,3401117.740435324,2024-08-19T04:00:36Z
4333264.673550731,3400922.455357123,2024-08-19T05:00:10Z
4333070.522066858,3401187.9304691358,2024-08-19T06:00:35Z
4333073.1830871515,3401180.1473015593,2024-08-19T07:00:13Z
4333073.160322371,3401189.049965345,2024-08-19T08:00:38Z
4333074.492256251,3401184.6019656206,2024-08-19T09:00:10Z
4333080.41195945,3401193.5196286496,2024-08-19T10:00:16Z
4333067.858210905,3401196.8264711774,2024-08-19T11:00:38Z
4333067.175183261,3401205.727469808,2024-08-19T12:00:10Z
4333074.478026704,3401190.1661304845,2024-08-19T13:00:36Z
4333073.857592274,3401174.5848027407,2024-08-19T14:00:37Z
4333073.834826261,3401183.487466516,2024-08-19T15:00:12Z
4333073.797831449,3401197.9542951835,2024-08-19T16:00:37Z
4333074.486564433,3401186.827631563,2024-08-19T17:00:11Z
4333076.458851599,3401190.1711294143,2024-08-19T18:00:38Z
4333095.012117328,3401164.6226675287,2024-08-19T19:00:12Z
4333636.526797968,3401133.749736566,2024-08-19T20:00:36Z
4333662.095778979,3401201.7006037356,2024-08-19T21:00:10Z
4333667.389908197,3401197.263254068,2024-08-19T22:00:38Z
4333666.012638583,3401218.403578975,2024-08-19T23:00:09Z
4333615.1777185975,3401216.043602966,2024-08-20T00:00:09Z
4333604.622290115,3401212.677263936,2024-08-20T01:00:09Z
4333518.93743791,3401155.697451096,2024-08-20T02:00:56Z
4333489.242510097,3401148.942809198,2024-08-20T03:00:18Z
4333452.3959259875,3401099.88179963,2024-08-20T04:01:06Z
4333096.634882933,3401046.6657132544,2024-08-20T05:00:31Z
4333075.798576634,3401190.1694630133,2024-08-20T06:00:11Z
4333071.848307988,3401185.708134624,2024-08-20T07:00:36Z
4333079.777309346,3401183.5024649636,2024-08-20T08:00:13Z
4333065.330863863,3401152.306491825,2024-08-20T09:00:38Z
4333076.430387814,3401201.29945916,2024-08-20T10:00:38Z
4333075.801422856,3401189.056630039,2024-08-20T11:00:17Z
4333079.754532109,3401192.4051287314,2024-08-20T12:00:38Z
4333085.065213311,3401181.2901371843,2024-08-20T13:00:24Z
4333074.478026704,3401190.1661304845,2024-08-20T14:00:38Z
4333072.48582003,3401194.612464282,2024-08-20T15:00:09Z
4333071.165271342,3401194.6091326675,2024-08-20T16:00:34Z
4333070.504996997,3401194.607466996,2024-08-20T17:00:10Z
4333087.071681701,3401171.2796438006,2024-08-20T18:00:11Z
4333109.8379294025,3401047.8119488764,2024-08-20T19:00:38Z
4333675.358008399,3401180.5917466083,2024-08-20T20:00:38Z
4333763.947853626,3400894.8272067104,2024-08-20T21:00:10Z
4333763.998992051,3400875.9090532167,2024-08-20T22:00:38Z
4333765.148147584,3400939.3440320133,2024-08-20T23:00:10Z
4333656.840440948,3401191.671134524,2024-08-21T00:00:10Z
4333533.896396914,3401241.425328525,2024-08-21T01:00:38Z
4333537.24206099,3401224.741486397,2024-08-21T02:00:11Z
4333476.664829142,3401161.1512413057,2024-08-21T03:00:38Z
4333284.952142502,3400995.954831866,2024-08-21T04:00:35Z
4333282.021460076,3401107.231336034,2024-08-21T05:00:10Z
4333272.797696331,3401099.4177876418,2024-08-21T06:00:38Z
4333274.074878317,3401116.11366775,2024-08-21T07:00:11Z
4333271.4481984,3401110.542729337,2024-08-21T08:00:13Z
4333262.878930409,3401104.9565591775,2024-08-21T09:00:31Z
4333277.36183653,3401121.68630174,2024-08-21T10:00:19Z
4333274.074878317,3401116.11366775,2024-08-21T11:00:36Z
4333276.736274135,3401108.3306133333,2024-08-21T12:00:09Z
4333274.723591447,3401120.5666929423,2024-08-21T13:00:36Z
4333274.092235647,3401109.4366706093,2024-08-21T14:00:38Z
4333277.379198537,3401115.0093045975,2024-08-21T15:00:36Z
4333271.439521603,3401113.8812279184,2024-08-21T16:00:34Z
4333273.411700272,3401117.2248069444,2024-08-21T17:00:10Z
4333274.069092538,3401118.3393334732,2024-08-21T18:00:38Z
4333280.683520306,3401113.904943723,2024-08-21T19:00:10Z
4333547.954257381,3401169.127542103,2024-08-21T20:00:11Z
4333586.21774247,3401181.4692825633,2024-08-21T21:00:38Z
4333591.508854985,3401178.1446816796,2024-08-21T22:00:38Z
4333579.552716672,3401204.8214061926,2024-08-21T23:00:10Z
4333574.978228435,3401187.00393389,2024-08-22T00:00:11Z
4333584.846764626,3401200.383965226,2024-08-22T01:00:36Z
4333569.598258504,3401223.7135346523,2024-08-22T02:00:10Z
4333465.513536768,3401133.3011669707,2024-08-22T03:01:09Z
4333277.379198537,3401115.0093045975,2024-08-22T04:00:37Z
4333270.753206973,3401123.8950303583,2024-08-22T05:00:12Z
4333273.423271205,3401112.7734755073,2024-08-22T06:00:36Z
4333272.762985427,3401112.7717819307,2024-08-22T07:00:11Z
4333276.05573425,3401116.1187492963,2024-08-22T08:00:36Z
4333272.0911299605,3401117.2214198853,2024-08-22T09:00:11Z
4333273.420378473,3401113.886308373,2024-08-22T10:00:36Z
4333284.659710909,3401108.3509488404,2024-08-22T11:00:10Z
4333285.351848148,3401096.1114827036,2024-08-22T12:00:36Z
4333272.748522538,3401118.3359462325,2024-08-22T13:00:11Z
4333274.077771206,3401115.0008348967,2024-08-22T14:00:36Z
4333276.736274135,3401108.3306133333,2024-08-22T15:00:09Z
4333280.689309196,3401111.6792780114,2024-08-22T16:00:20Z
4333274.074878317,3401116.11366775,2024-08-22T17:00:38Z
4333277.370517535,3401118.347803169,2024-08-22T18:00:11Z
4333308.746226023,3400987.1132558146,2024-08-22T19:00:12Z
4333631.155222637,3401167.120769973,2024-08-22T20:00:37Z
4333634.462569175,3401164.903820701,2024-08-22T21:00:14Z
4333632.511507809,3401153.770263992,2024-08-22T22:00:38Z
4333637.133467985,3401153.78246845,2024-08-22T23:00:09Z
4333610.9006022755,3401086.9428278776,2024-08-23T00:00:11Z
4333595.6159803625,3401123.626306318,2024-08-23T01:00:09Z
4333588.956762512,3401144.7527512866,2024-08-23T02:00:37Z
4333590.86638399,3401171.4659479805,2024-08-23T03:00:09Z
4333320.707183634,3400958.210190365,2024-08-23T04:00:54Z
4333270.785020201,3401111.653868893,2024-08-23T05:00:36Z
4333276.052840894,3401117.2315821555,2024-08-23T06:00:10Z
4333275.395448939,3401116.1170553565,2024-08-23T07:00:36Z
4333273.423271205,3401112.7734755073,2024-08-23T08:00:10Z
4333274.066199648,3401119.4521663305,2024-08-23T09:00:36Z
4333283.295712095,3401125.0400514826,2024-08-23T10:00:10Z
4333278.056846933,3401108.3340016734,2024-08-23T11:00:36Z
4333276.058627605,3401115.0059164437,2024-08-23T12:00:38Z
4333290.5849077925,3401115.043206179,2024-08-23T13:00:10Z
4333276.058627605,3401115.0059164437,2024-08-23T14:00:38Z
4333276.05573425,3401116.1187492963,2024-08-23T15:00:10Z
4333273.4145930065,3401116.1119740834,2024-08-23T16:00:38Z
4333275.386769337,3401119.455553935,2024-08-23T17:00:11Z
4333274.069092538,3401118.3393334732,2024-08-23T18:00:38Z
4333267.570330344,3401078.260418009,2024-08-23T19:00:11Z
4333632.475778955,3401167.124256132,2024-08-23T20:00:36Z
4333642.347174139,3401179.3915733704,2024-08-23T21:00:12Z
4333658.842150578,3401183.886545857,2024-08-23T22:00:38Z
4333662.137560813,3401186.1209463812,2024-08-23T23:00:09Z
4333673.944852064,3401215.0860611545,2024-08-24T00:00:09Z
4333564.212447593,3401262.648807105,2024-08-24T01:00:35Z
4333596.589174857,3401253.8312088205,2024-08-24T02:00:36Z
4333634.024818647,3401328.4902265156,2024-08-24T03:00:13Z
4333393.235843814,3400998.4597366457,2024-08-24T04:00:38Z
4333078.436829649,3401191.2889621356,2024-08-24T05:00:11Z
4333072.502892692,3401187.9354664274,2024-08-24T06:00:38Z
4333067.8638996165,3401194.6008052244,2024-08-24T07:00:11Z
4333071.836926839,3401190.1594665204,2024-08-24T08:00:38Z
4333066.534818791,3401197.9359738184,2024-08-24T09:00:10Z
4333071.836926839,3401190.1594665204,2024-08-24T10:00:14Z
4333073.831980508,3401184.6002994915,2024-08-24T11:00:38Z
4333069.207205629,3401185.7014721124,2024-08-24T12:00:10Z
4333061.232728142,3401205.7124870014,2024-08-24T13:00:27Z
4333071.182342136,3401187.9321348085,2024-08-24T14:00:37Z
4333075.081380295,3401212.424456226,2024-08-24T15:00:13Z
4333071.845462701,3401186.820967595,2024-08-24T16:00:36Z
4333071.836926839,3401190.1594665204,2024-08-24T17:00:10Z
4333073.794985692,3401199.06712817,2024-08-24T18:00:38Z
4333113.374292212,3401213.634085378,2024-08-24T19:00:08Z
4333802.027871153,3401462.477669497,2024-08-24T20:00:11Z
4333568.6861762265,3401318.302582399,2024-08-24T21:02:06Z
4333563.276785502,3401366.1405184334,2024-08-24T22:02:06Z
4333575.889718993,3401340.5783208204,2024-08-24T23:00:36Z
4333581.882419719,3401321.6757863485,2024-08-25T00:00:36Z
4333613.708522479,3401271.681756733,2024-08-25T01:00:17Z
4333387.293127979,3400998.444348994,2024-08-25T02:00:37Z
4333272.754307695,3401116.1102805077,2024-08-25T03:00:09Z
4333275.39834214,3401115.004222504,2024-08-25T04:00:38Z
4333276.0499475375,3401118.3444150174,2024-08-25T05:00:10Z
4333273.4145930065,3401116.1119740834,2024-08-25T06:00:38Z
4333276.052840894,3401117.2315821555,2024-08-25T07:00:11Z
4333264.839556064,3401112.751466121,2024-08-25T08:00:14Z
4333293.283997611,3401092.7933339425,2024-08-25T09:00:38Z
4333303.179626959,3401096.1572881276,2024-08-25T10:00:10Z
4333284.057328884,3401086.0925967186,2024-08-25T11:00:12Z
4333293.3129715575,3401081.665005511,2024-08-25T12:00:37Z
4333293.964569038,3401085.005200448,2024-08-25T13:00:36Z
4333293.973261685,3401081.6667019217,2024-08-25T14:00:08Z
4333293.976159234,3401080.553869074,2024-08-25T15:00:36Z
4333293.984851878,3401077.215370557,2024-08-25T16:00:11Z
4333298.618481666,3401072.7759166374,2024-08-25T17:00:11Z
4333292.006876708,3401076.09744875,2024-08-25T18:01:00Z
4333278.827104228,3401066.0480476506,2024-08-25T19:00:10Z
4333399.2720721355,3400962.8644830794,2024-08-25T20:00:12Z
4333676.648682562,3401191.723571554,2024-08-25T21:00:36Z
4333572.763292314,3401274.912513659,2024-08-25T22:00:11Z
4333569.988913351,3401324.983047772,2024-08-25T23:00:13Z
4333576.53515099,3401346.1442199405,2024-08-26T00:00:37Z
4333624.772313112,3401331.804326072,2024-08-26T01:00:16Z
4333619.490272069,3401331.790392054,2024-08-26T02:01:00Z
4333089.004075882,3401190.202808345,2024-08-26T03:00:16Z
4333066.55757114,3401189.033309987,2024-08-26T04:00:37Z
4333073.160322371,3401189.049965345,2024-08-26T05:00:10Z
4333072.511429019,3401184.5969675058,2024-08-26T06:00:36Z
4333075.804269077,3401187.9437970696,2024-08-26T07:00:11Z
4333054.666936374,3401191.229019271,2024-08-26T08:00:14Z
4333072.491510918,3401192.3867983273,2024-08-26T09:00:37Z
4333071.834081551,3401191.2722994955,2024-08-26T10:00:36Z
4333072.502892692,3401187.9354664274,2024-08-26T11:00:11Z
4333071.17380674,3401191.270633733,2024-08-26T12:00:29Z
4333071.834081551,3401191.2722994955,2024-08-26T13:00:37Z
4333068.555463563,3401182.3613077826,2024-08-26T14:00:17Z
4333073.166013568,3401186.824299397,2024-08-26T15:00:38Z
4333073.163167969,3401187.937132374,2024-08-26T16:00:11Z
4333071.871070271,3401176.8054708363,2024-08-26T17:00:17Z
4333067.2491324255,3401176.793812379,2024-08-26T18:01:36Z
4333107.160744496,3401319.3381774463,2024-08-26T19:00:11Z
4333123.092780311,3401543.0594045906,2024-08-26T20:00:35Z
4333117.79383683,3401549.7230223985,2024-08-26T21:00:30Z
4333114.515558636,3401540.8119985624,2024-08-26T22:00:38Z
4333084.799694377,3401542.9625296453,2024-08-26T23:00:11Z
4333053.208304983,3401503.9334324948,2024-08-27T00:00:17Z
4333088.508287402,3401383.8357476024,2024-08-27T01:00:38Z
4333155.244893799,3401363.973698965,2024-08-27T02:00:13Z
4333142.734476968,3401350.587850557,2024-08-27T03:00:36Z
4333108.389928986,3401354.9521744624,2024-08-27T04:00:11Z
4333074.483718524,3401187.9404645395,2024-08-27T05:00:36Z
4333073.837672013,3401182.3746335427,2024-08-27T06:00:11Z
4333086.374370885,3401185.7448044964,2024-08-27T07:00:11Z
4333073.146094373,3401194.6141302264,2024-08-27T08:01:00Z
4333072.48012914,3401196.838130231,2024-08-27T09:00:13Z
4333074.475180794,3401191.2789634583,2024-08-27T10:00:11Z
4333069.204360965,3401186.8143050848,2024-08-27T11:00:36Z
4333073.1773959575,3401182.3729675044,2024-08-27T12:00:14Z
4333074.472334883,3401192.391796435,2024-08-27T13:00:36Z
4333016.915143859,3401236.7605045484,2024-08-27T14:00:15Z
4333075.1582241235,3401182.3779658945,2024-08-27T15:00:38Z
4333081.79230846,3401170.1534704654,2024-08-27T16:00:12Z
4333111.621846742,3401124.602435038,2024-08-27T17:00:13Z
4333089.442089776,3401277.005448564,2024-08-27T18:00:35Z
4333027.568450615,3402238.343472135,2024-08-27T19:00:10Z
4332710.093871901,3403548.481554513,2024-08-27T20:00:16Z
4332346.416197829,3404116.266153862,2024-08-27T21:01:08Z
4332468.321313848,3403100.533906119,2024-08-27T22:01:00Z
4332578.944010931,3402937.212943953,2024-08-27T23:00:36Z
4332563.0351044545,3402964.9954594304,2024-08-28T00:01:09Z
4332526.611786348,3402744.565203777,2024-08-28T01:00:36Z
4333070.584937504,3402196.163888591,2024-08-28T02:00:19Z
4333080.872513151,3401529.598529199,2024-08-28T03:00:38Z
4333055.298797204,3401202.359012608,2024-08-28T04:00:12Z
4332992.558703084,3401207.76555375,2024-08-28T05:00:13Z
4332991.904083498,3401205.538232893,2024-08-28T06:00:37Z
4332981.99716704,3401206.6262544733,2024-08-28T07:00:09Z
4332980.67097407,3401208.848613872,2024-08-28T08:00:09Z
4332979.353252859,3401207.7324745725,2024-08-28T09:00:38Z
4332935.744320782,3401219.8647354017,2024-08-28T10:00:10Z
4332979.350429354,3401208.8453075956,2024-08-28T11:00:36Z
4332980.002230729,3401212.1854597726,2024-08-28T12:00:38Z
4332977.361143162,3401212.178847951,2024-08-28T13:00:10Z
4332979.350429354,3401208.8453075956,2024-08-28T14:00:07Z
4332980.021996353,3401204.3956285883,2024-08-28T15:00:11Z
4332977.369612278,3401208.840348863,2024-08-28T16:00:36Z
4332975.391617771,3401207.722557926,2024-08-28T17:00:10Z
4332977.361143162,3401212.178847951,2024-08-28T18:00:36Z
4333109.343777367,3402012.6431873078,2024-08-28T19:00:10Z
4332619.271278838,3403178.7970622857,2024-08-28T20:00:11Z
4332251.254851462,3404175.02181156,2024-08-28T21:03:00Z
4331909.08665596,3404616.0263556316,2024-08-28T22:00:38Z
4332269.849928592,3403849.0034504095,2024-08-28T23:00:10Z
4332461.4563354235,3403209.575778954,2024-08-29T00:00:36Z
4332580.285919201,3402928.313471715,2024-08-29T01:00:11Z
4332530.07727042,3402947.110452196,2024-08-29T02:00:17Z
4332161.711371143,3402138.3149220063,2024-08-29T03:00:38Z
4332102.301170737,3402137.0638335636,2024-08-29T04:00:09Z
4332058.6222545765,3402183.7019285294,2024-08-29T05:00:10Z
4332063.913777138,3402179.262805201,2024-08-29T06:01:02Z
4332045.463803692,3402164.753253909,2024-08-29T07:00:10Z
4332041.502971378,3402164.744110206,2024-08-29T08:01:00Z
4332036.208851776,3402170.2960919645,2024-08-29T09:00:38Z
4332058.674399782,3402161.4452556768,2024-08-29T10:00:09Z
4332052.730541293,3402162.544358591,2024-08-29T11:00:10Z
4332059.989463003,3402163.6739752367,2024-08-29T12:00:37Z
4332056.70180261,3402158.102177023,2024-08-29T13:00:11Z
4332060.665248217,3402156.998499673,2024-08-29T14:00:12Z
4332057.359335313,3402159.216536488,2024-08-29T15:00:38Z
4332060.662640493,3402158.1113333083,2024-08-29T16:00:10Z
4332053.3958923435,3402160.32021658,2024-08-29T17:00:09Z
4332052.067796564,3402163.6556670577,2024-08-29T18:00:37Z
4332045.307554479,3402231.5232730983,2024-08-29T19:00:09Z
4332541.559049034,3402840.305495316,2024-08-29T20:00:13Z
4332672.145955626,3402881.797476677,2024-08-29T21:01:29Z
4333092.459266668,3402418.787206765,2024-08-29T22:01:30Z
4333061.837370755,3401744.32866742,2024-08-29T23:00:56Z
4333065.243592781,3401703.1621671193,2024-08-30T00:00:38Z
4333074.506362367,3401695.395653556,2024-08-30T01:00:14Z
4333108.11023114,3401464.009808079,2024-08-30T02:00:38Z
4333071.188032399,3401185.7064688597,2024-08-30T03:00:36Z
4333077.139052286,3401182.3829651047,2024-08-30T04:00:10Z
4333071.182342136,3401187.9321348085,2024-08-30T05:00:38Z
4333073.160322371,3401189.049965345,2024-08-30T06:00:15Z
4333070.513531929,3401191.2689680606,2024-08-30T07:00:38Z
4333071.831236263,3401192.385132474,2024-08-30T08:00:14Z
4333075.13830167,3401190.1677967035,2024-08-30T09:00:36Z
4333057.3108775085,3401190.1228407756,2024-08-30T10:00:13Z
4333072.48582003,3401194.612464282,2024-08-30T11:00:36Z
4333077.113433498,3401192.398461854,2024-08-30T12:00:09Z
4333072.497201806,3401190.161132375,2024-08-30T13:00:36Z
