x_,y_,t_
4322741.699314387,3428140.4193284563,2024-09-15T15:00:12Z
4322743.649345068,3428192.723451223,2024-09-15T16:00:54Z
4322672.064032702,3428269.4835857586,2024-09-15T17:00:13Z
4322614.943427453,3428288.3820901504,2024-09-15T18:00:56Z
4323122.933100465,3428567.904283369,2024-09-15T19:00:12Z
4323336.852606042,3428729.366228705,2024-09-15T20:00:37Z
4323359.171980586,3428727.151577671,2024-09-15T21:00:36Z
4322490.115702138,3428591.0333757126,2024-09-15T22:00:10Z
4323245.029149122,3428572.411738389,2024-09-15T23:00:36Z
4323241.091034458,3428571.297041425,2024-09-16T00:00:10Z
4323242.403917201,3428571.297660628,2024-09-16T01:00:06Z
4322383.798627887,3428503.0869980436,2024-09-16T02:00:37Z
4322402.282224082,3428159.225339172,2024-09-16T03:01:30Z
4322416.0663506035,3428167.019294432,2024-09-16T04:00:09Z
4322771.258730671,3428095.916711987,2024-09-16T06:00:37Z
4322750.9090623995,3428090.3449807735,2024-09-16T07:00:12Z
4322758.134837036,3428079.219263024,2024-09-16T08:00:38Z
4322723.3033409035,3428178.2491316604,2024-09-16T09:00:20Z
4322713.475845439,3428123.7164944177,2024-09-16T10:00:21Z
4322677.29637068,3428324.014513583,2024-09-16T11:00:38Z
4322668.736404636,3428396.346000486,2024-09-16T12:01:34Z
4322674.664894792,3428339.593324165,2024-09-16T13:00:16Z
4322853.240757097,3428301.8230842035,2024-09-16T14:00:36Z
4322853.891949417,3428315.1773998393,2024-09-16T15:00:19Z
4322732.451062561,3428295.100495458,2024-09-16T16:00:36Z
4322729.832952748,3428273.955611182,2024-09-16T17:00:38Z
4322740.338336023,3428269.5080919354,2024-09-16T18:00:36Z
4322555.065425544,3428704.5637026126,2024-09-16T19:00:11Z
4322460.676630531,3428268.3010908267,2024-09-16T20:00:37Z
4322455.428218395,3428257.171096582,2024-09-16T21:00:09Z
4322451.502068446,3428215.994873872,2024-09-16T22:00:36Z
4322225.683952604,3428159.176524253,2024-09-16T23:00:10Z
4322205.990984055,3428151.3816184085,2024-09-17T00:00:11Z
4322211.8954544375,3428166.962857933,2024-09-17T01:00:36Z
4322091.061954758,3428329.407996238,2024-09-17T02:00:11Z
4322087.12646158,3428314.940195198,2024-09-17T03:00:35Z
4322127.172381572,3428311.61100729,2024-09-17T04:00:10Z
4322561.793700947,3428212.6913157403,2024-09-17T05:00:36Z
4322790.299164922,3428091.4724908425,2024-09-17T06:00:38Z
4322783.07799357,3428090.35693828,2024-09-17T07:00:38Z
4322780.4616893865,3428064.7606728277,2024-09-17T08:00:14Z
4322829.667943892,3428147.129404381,2024-09-17T09:02:30Z
4322844.109209455,3428151.5863386523,2024-09-17T10:00:45Z
4322858.550005885,3428157.15615511,2024-09-17T11:01:05Z
4322852.641951233,3428156.041010396,2024-09-17T12:00:14Z
4322852.6371084675,3428168.282231749,2024-09-17T13:00:20Z
4322832.939123237,3428176.0644649235,2024-09-17T14:00:37Z
4322859.863446718,3428156.0438303384,2024-09-17T15:00:13Z
4322870.3461058475,3428209.464190226,2024-09-17T16:00:22Z
4322955.08980155,3428074.844832038,2024-09-17T17:00:38Z
4322922.884208494,3428163.858774503,2024-09-17T18:00:28Z
4322870.370106922,3428149.3709218316,2024-09-17T19:01:08Z
4322838.858955638,3428147.132950882,2024-09-17T20:01:36Z
4322872.3498419,3428123.776416182,2024-09-17T21:00:16Z
4322879.6276642,3427983.5616397588,2024-09-17T22:01:01Z
4322865.11367057,3428160.497241306,2024-09-17T23:00:14Z
4322886.785758569,3428141.5875397488,2024-09-18T00:00:38Z
4322880.864282198,3428173.857509032,2024-09-18T01:00:39Z
4323002.302444627,3428206.179426184,2024-09-18T02:00:22Z
4322840.172831888,3428144.907782368,2024-09-18T03:02:30Z
4322844.112715237,3428142.683632208,2024-09-18T04:03:00Z
4322834.2630138835,3428148.2440137193,2024-09-18T05:01:06Z
4322817.193132459,3428150.463134619,2024-09-18T06:00:38Z
4322832.956546073,3428131.5509326495,2024-09-18T07:00:10Z
4322815.208533765,3428189.411722916,2024-09-18T08:01:00Z
4323535.004604042,3427676.722503961,2024-09-18T09:03:00Z
4323534.352252384,3427668.932286201,2024-09-18T10:00:14Z
4323550.78160056,3427641.1201085276,2024-09-18T11:00:38Z
4323536.989976737,3427647.7897603004,2024-09-18T12:00:36Z
4323544.870036033,3427645.568294744,2024-09-18T13:00:14Z
4323544.211046895,3427650.019296306,2024-09-18T14:00:38Z
4323545.5199542595,3427657.8098669164,2024-09-18T15:00:18Z
4323531.718762475,3427682.284945854,2024-09-18T16:00:32Z
4323612.464585912,3427703.4725638097,2024-09-18T17:00:11Z
4323637.454086562,3427632.2646923927,2024-09-18T18:00:13Z
4322903.8452997515,3428164.963949672,2024-09-18T19:00:37Z
4322504.69001189,3428178.1749053895,2024-09-18T20:00:32Z
4322504.02565232,3428202.657140883,2024-09-18T21:00:36Z
4322334.033892079,3428062.3887529024,2024-09-18T22:00:36Z
4322367.538787951,3427984.4995831037,2024-09-18T23:00:10Z
4322344.540651623,3428053.4890055675,2024-09-19T00:00:36Z
4322336.661531103,3428056.82529887,2024-09-19T01:00:08Z
4322345.846323901,3428079.0846589585,2024-09-19T02:00:26Z
4322357.657703602,3428099.1191093926,2024-09-19T03:00:38Z
4322347.193277599,3427961.124166738,2024-09-19T04:00:37Z
4322783.083501821,3428075.890040232,2024-09-19T05:00:10Z
4322823.1219975995,3428098.1619964987,2024-09-19T06:00:09Z
4322884.802368956,3428176.084745814,2024-09-19T07:00:31Z
4322748.9075347,3428176.032805886,2024-09-19T08:00:38Z
4322756.117731738,3428206.0821026783,2024-09-19T09:00:13Z
4322828.36841103,3428112.6309116543,2024-09-19T10:00:37Z
4322829.687509426,3428097.05168055,2024-09-19T11:00:13Z
4322830.3435823405,3428098.164771591,2024-09-19T12:00:38Z
4322870.995483997,3428227.269861438,2024-09-19T13:00:10Z
4322734.432043738,3428263.941740878,2024-09-19T14:00:31Z
4322592.007071208,3428169.300638866,2024-09-19T15:00:36Z
4322591.350951636,3428168.1875807177,2024-09-19T16:00:13Z
4322655.718433524,3428081.4081649785,2024-09-19T17:00:36Z
4322502.716951417,3428189.3026656755,2024-09-19T18:01:08Z
4322379.851067943,3428533.1324880337,2024-09-19T19:00:36Z
4322394.328352335,3428414.0630006883,2024-09-19T20:00:38Z
4322409.43371009,3428391.810687004,2024-09-19T21:00:12Z
4322376.610383033,3428391.801067746,2024-09-19T22:00:38Z
4322375.296469425,3428395.1392026986,2024-09-19T23:00:10Z
4322282.084685066,3428371.743540503,2024-09-20T00:00:38Z
4322396.340217108,3428271.620271867,2024-09-20T01:00:10Z
4322320.908973637,3428043.4668344865,2024-09-20T02:00:38Z
4322320.250575903,3428050.1436821576,2024-09-20T03:00:08Z
4322329.433564353,3428079.080040589,2024-09-20T04:00:38Z
4322548.035701854,3428126.9982549828,2024-09-20T05:00:15Z
4322886.753476317,3428221.7118975157,2024-09-20T06:00:38Z
4322898.578875513,3428200.572674764,2024-09-20T07:00:14Z
4322903.826750488,3428210.5903200107,2024-09-20T08:00:38Z
4322897.262281926,3428209.4748569434,2024-09-20T09:00:13Z
4322835.602623045,3428080.361383816,2024-09-20T10:01:00Z
4322840.849455355,3428093.717474444,2024-09-20T11:00:31Z
4322848.079830073,3428071.4635103447,2024-09-20T12:00:17Z
4322836.914333932,3428083.7004059325,2024-09-20T13:00:16Z
4322821.806817608,3428103.7256846577,2024-09-20T14:00:37Z
4322833.628299481,3428092.6018450875,2024-09-20T15:00:24Z
4322558.520131375,3428185.9821185702,2024-09-20T16:00:39Z
4322495.528202422,3428086.9192618416,2024-09-20T17:00:34Z
4322504.068184226,3428070.229379559,2024-09-20T18:00:09Z
4322561.854567749,3428030.185830141,2024-09-20T19:00:49Z
4322666.14300911,3428305.09233731,2024-09-20T20:01:30Z
4322523.758101531,3428086.928226883,2024-09-20T21:00:44Z
4322483.729016521,3428030.1608038615,2024-09-20T22:00:38Z
4322332.055174381,3428094.6605125046,2024-09-20T23:00:10Z
4322395.046478312,3428207.075262854,2024-09-21T00:00:38Z
4322448.256436667,3428096.9201709824,2024-09-21T01:00:11Z
4322509.270782208,3428223.802733759,2024-09-21T02:00:36Z
4322494.191039064,3428162.5918554673,2024-09-21T03:00:12Z
4322396.971801455,3428355.0833399286,2024-09-21T04:00:37Z
4322444.664850999,3429098.47366861,2024-09-21T05:00:36Z
4322697.151673292,3429690.5871791826,2024-09-21T06:00:16Z
4323020.4198143305,3430339.49845967,2024-09-21T07:00:38Z
4323033.526275365,3430379.566235971,2024-09-21T08:00:12Z
4323053.8295148015,3430467.4892080766,2024-09-21T09:00:36Z
4322988.892259138,3430410.70681826,2024-09-21T10:00:37Z
4323035.491450683,3430387.3569467445,2024-09-21T11:00:15Z
4323032.206650912,3430396.258248247,2024-09-21T12:00:38Z
4323012.526350028,3430384.0086478777,2024-09-21T13:00:10Z
4323003.990674183,3430396.246262886,2024-09-21T14:00:38Z
4323161.508603674,3430323.980814563,2024-09-21T15:00:12Z
4322815.774665611,3430114.622475604,2024-09-21T16:01:02Z
4322981.106619742,3430201.489935381,2024-09-21T17:00:48Z
4322910.774308269,3428881.634710647,2024-09-21T18:00:54Z
4322339.731077115,3428801.3150709113,2024-09-21T19:00:38Z
4322471.875330638,3428145.892316789,2024-09-21T20:00:11Z
4322324.836417578,3428084.6429493153,2024-09-21T21:00:36Z
4322195.487832362,3428148.040450115,2024-09-21T22:00:10Z
4322191.545147087,3428162.506359655,2024-09-21T23:00:36Z
4322223.714455142,3428159.17601684,2024-09-22T00:00:10Z
4322228.312284332,3428150.2744952976,2024-09-22T01:00:36Z
4322168.569636848,3428154.710787183,2024-09-22T02:00:36Z
4322182.356132235,3428154.714196275,2024-09-22T03:00:07Z
4322097.666356174,3428160.25807805,2024-09-22T04:00:12Z
4322043.2463484155,3427848.6510682357,2024-09-22T05:01:06Z
4322144.345764485,3427882.059481788,2024-09-22T06:00:36Z
4322134.483676604,3427939.9247157592,2024-09-22T07:01:06Z
4322141.706319274,3427936.587929636,2024-09-22T08:00:38Z
4322152.211900156,3427932.1391106322,2024-09-22T09:00:14Z
4322153.529347692,3427914.334015435,2024-09-22T10:00:54Z
4322154.87891093,3427766.326833348,2024-09-22T11:00:36Z
4322097.753737268,3427787.4572293595,2024-09-22T12:00:39Z
4322112.852829813,3427794.137770364,2024-09-22T13:01:24Z
4322097.748781404,3427808.6011581165,2024-09-22T14:00:15Z
4322104.97685138,3427783.0075490726,2024-09-22T15:00:12Z
4322097.749042239,3427807.4883197607,2024-09-22T16:01:31Z
4322180.454513119,3427885.4068261213,2024-09-22T17:00:13Z
4322150.240667298,3427938.8156637764,2024-09-22T18:00:14Z
4322362.943770193,3427982.2725865985,2024-09-22T19:00:38Z
4322383.283522059,3428024.5663221395,2024-09-22T20:00:09Z
4322468.607482981,3428099.1520915707,2024-09-22T21:00:36Z
4322462.037543344,3428114.7298045503,2024-09-22T22:00:36Z
4322455.472143639,3428115.840628273,2024-09-22T23:00:10Z
4322475.171156473,3428103.6054776595,2024-09-23T00:00:10Z
4322414.798740514,3428016.785728062,2024-09-23T01:00:38Z
4322420.670276945,3428139.199707228,2024-09-23T02:00:10Z
4322268.309980808,3428330.56482347,2024-09-23T03:00:20Z
4322434.415912796,3428272.7444475763,2024-09-23T04:00:56Z
4322562.439424937,3428244.9638429238,2024-09-23T05:00:11Z
4322624.178933725,3428159.295976185,2024-09-23T06:00:36Z
4322590.694831752,3428167.074522671,2024-09-23T07:00:47Z
4322772.550685852,3428151.5591169936,2024-09-23T08:00:36Z
4322771.229267282,3428173.815393811,2024-09-23T09:00:13Z
4322711.492098247,3428162.665125967,2024-09-23T10:00:36Z
4322775.837406926,3428140.431959006,2024-09-23T11:00:12Z
4322814.576617418,3428125.9796887077,2024-09-23T12:00:36Z
4322788.967017371,3428141.5497205043,2024-09-23T13:00:36Z
4322783.706950859,3428162.691674784,2024-09-23T14:00:37Z
4322768.626394389,3428112.608308914,2024-09-23T15:00:11Z
4322848.717890384,3428118.202974469,2024-09-23T16:00:36Z
4322993.854744999,3428002.5264311484,2024-09-23T17:00:38Z
4322703.660670388,3428034.685889634,2024-09-23T18:00:25Z
4322474.503437043,3428139.216100617,2024-09-23T19:00:38Z
4322272.9503791565,3428164.7531386716,2024-09-23T20:00:11Z
4322336.026923024,3427980.0392687456,2024-09-23T21:00:36Z
4322266.378774802,3428189.2338287616,2024-09-23T22:00:38Z
4322462.691615654,3428122.519874841,2024-09-23T23:00:11Z
4322451.53138762,3428121.4036155217,2024-09-24T00:00:36Z
4322412.802996717,3428103.5865325686,2024-09-24T01:00:09Z
4322437.105706093,3428064.6444721646,2024-09-24T02:00:37Z
4322333.378013051,3428060.1628920273,2024-09-24T03:00:10Z
4322423.999482588,3427985.6289989883,2024-09-24T04:00:58Z
4322773.866637,3428143.7697385983,2024-09-24T05:00:36Z
4322773.210135689,3428143.769493663,2024-09-24T06:00:37Z
4322733.170557235,3428124.8364727204,2024-09-24T07:00:38Z
4322729.23769725,3428108.1424634745,2024-09-24T08:00:14Z
4322762.689359566,3428188.279119515,2024-09-24T09:00:33Z
4322778.488771274,3428073.6626420585,2024-09-24T10:00:12Z
4322819.175602395,3428117.078738678,2024-09-24T11:00:31Z
4322828.3662386425,3428118.1951031913,2024-09-24T12:00:36Z
4322831.655727235,3428100.3909539417,2024-09-24T13:00:10Z
4322827.712773996,3428110.4049825827,2024-09-24T14:00:36Z
4322842.148026147,3428130.441647201,2024-09-24T15:00:12Z
4322823.760736497,3428143.78861895,2024-09-24T16:00:15Z
4322850.677729859,3428142.686183559,2024-09-24T17:00:54Z
4322815.890919567,3428122.641675162,2024-09-24T18:00:38Z
4322297.927542852,3428055.701726962,2024-09-24T19:00:11Z
4322312.375209325,3428040.125955614,2024-09-24T20:00:37Z
4322456.8242719695,3427990.090298707,2024-09-24T21:00:09Z
4322456.822541099,3427995.6544903745,2024-09-24T22:00:09Z
4322458.136624711,3427992.316377944,2024-09-24T23:00:32Z
4322281.522618924,3428026.7634770847,2024-09-25T00:00:09Z
4322597.311432679,3428015.730711884,2024-09-25T01:00:16Z
4322386.5871989885,3427953.34562478,2024-09-25T02:00:37Z
4322364.925666685,3427939.985294761,2024-09-25T03:00:11Z
4322399.729067542,3427915.5129692843,2024-09-25T04:00:36Z
4322813.923993022,3428115.9638933735,2024-09-25T05:00:13Z
4322805.385993171,3428124.8633508403,2024-09-25T06:01:55Z
4322796.197071881,3428119.295677513,2024-09-25T07:01:06Z
4322804.0755574815,3428118.185822499,2024-09-25T08:00:36Z
4322788.973394136,3428124.8571458436,2024-09-25T09:00:12Z
4322788.98699787,3428089.2463199124,2024-09-25T10:00:55Z
4322804.730775794,3428121.5245866296,2024-09-25T11:00:36Z
4322724.62903859,3428143.75162007,2024-09-25T12:00:36Z
4322787.662510239,3428119.2924603405,2024-09-25T13:00:09Z
4322777.158856671,3428118.1756834653,2024-09-25T14:00:14Z
4322805.390712361,3428112.6221294394,2024-09-25T15:00:36Z
4322755.485851771,3428140.424399744,2024-09-25T16:00:14Z
4322788.980196008,3428107.0517328717,2024-09-25T17:00:39Z
4322205.260584322,3428438.493745283,2024-09-25T18:00:36Z
4322190.23130119,3428165.844545759,2024-09-25T19:00:08Z
4322270.241671206,3428469.670142121,2024-09-25T20:00:37Z
4322329.985138536,3428448.5425531003,2024-09-25T21:00:09Z
4322255.136331045,3428495.2614130983,2024-09-25T22:00:36Z
4322265.641969976,3428486.3614914576,2024-09-25T23:00:10Z
4322357.5241359575,3428559.8341812133,2024-09-26T00:00:13Z
4322338.48569883,3428565.3929739944,2024-09-26T01:00:37Z
4322329.942783774,3428597.6628903146,2024-09-26T02:00:10Z
4322398.900324118,3428491.963034264,2024-09-26T03:00:27Z
4322507.960310471,3428216.0124487597,2024-09-26T04:00:56Z
4322490.200696971,3428323.9521768847,2024-09-26T05:00:29Z
4322565.053843801,3428279.462694866,2024-09-26T06:00:38Z
4322542.082827069,3428261.649772162,2024-09-26T07:02:36Z
4322598.572808289,3428167.077165401,2024-09-26T08:01:06Z
4322597.917069687,3428164.8512680246,2024-09-26T09:00:36Z
4322607.110338104,3428158.177336505,2024-09-26T10:00:15Z
4322589.375414878,3428185.9923349977,2024-09-26T11:01:07Z
4322811.959213744,3428103.721920845,2024-09-26T14:00:37Z
4322588.720807172,3428180.4279239187,2024-09-26T15:00:38Z
4322594.629272727,3428180.42990229,2024-09-26T16:00:16Z
4322546.730413091,3428103.628222694,2024-09-26T17:02:00Z
4322523.084581334,3428139.231417977,2024-09-26T18:00:37Z
4322236.8955793185,3427965.545542665,2024-09-26T19:00:08Z
4322231.641612944,3427972.221209088,2024-09-26T20:00:36Z
4322226.38795296,3427977.7840429703,2024-09-26T21:00:09Z
4322200.780640876,3427988.905889993,2024-09-26T22:00:38Z
4321950.59408824,3428241.463595929,2024-09-26T23:00:11Z
4322188.290326016,3428053.447379797,2024-09-27T00:00:12Z
4322278.270708096,3427914.365920434,2024-09-27T01:00:36Z
4322255.295914134,3427899.892898739,2024-09-27T02:00:10Z
4322288.7749374295,3427915.4815949383,2024-09-27T03:00:12Z
4322520.49145271,3428037.962289304,2024-09-27T05:01:06Z
4322714.1233882345,3428148.1991740526,2024-09-27T06:02:02Z
4322711.499012311,3428143.746874595,2024-09-27T07:01:30Z
4322694.425146285,3428157.094819502,2024-09-27T08:00:36Z
4322642.535928349,3428230.523944872,2024-09-27T09:00:14Z
4322777.121693316,3428216.1054548416,2024-09-27T10:00:38Z
4322798.132829174,3428207.210648567,2024-09-27T11:00:11Z
4322793.537808468,3428206.096074152,2024-09-27T12:00:36Z
4322789.595876092,3428213.8844577647,2024-09-27T13:00:38Z
4322792.222267918,3428212.772608801,2024-09-27T14:00:38Z
4322717.38426161,3428207.1807895512,2024-09-27T15:00:16Z
4322697.042675219,3428180.46536092,2024-09-27T16:00:36Z
4322766.664853785,3428091.463648617,2024-09-27T17:00:36Z
4324369.443864334,3426843.7244786075,2024-09-27T18:02:58Z
4329392.92611467,3421056.490697462,2024-09-27T21:00:37Z
4330960.101610892,3419336.832849296,2024-09-27T22:00:10Z
4332869.254487342,3417878.932427651,2024-09-27T23:00:12Z
4334329.862024539,3415336.6092150304,2024-09-28T00:03:00Z
4334847.872097793,3412229.9143219762,2024-09-28T01:00:09Z
4333958.629298121,3409818.1132747848,2024-09-28T02:00:38Z
4331641.486810525,3407706.8929163357,2024-09-28T03:00:36Z
4331948.059587486,3404880.9713700083,2024-09-28T04:00:10Z
4333047.477397298,3402197.2184784943,2024-09-28T05:00:36Z
4332981.681495587,3402111.364528406,2024-09-28T06:00:11Z
4332961.800966929,3402141.361463248,2024-09-28T07:00:56Z
4332967.073638249,3402144.713171141,2024-09-28T08:00:10Z
4332965.761818595,3402141.3713689246,2024-09-28T09:00:20Z
4332963.129712246,3402138.026265184,2024-09-28T10:00:37Z
4332962.455468232,3402143.5887803687,2024-09-28T11:00:36Z
4332955.845595586,3402146.9107768913,2024-09-28T12:00:10Z
4332960.46940362,3402145.8094948865,2024-09-28T13:00:36Z
4332966.427603047,3402139.1473538047,2024-09-28T14:00:09Z
4332955.174179973,3402151.3604599047,2024-09-28T15:00:18Z
4332961.792506432,3402144.6999628516,2024-09-28T16:00:37Z
4332949.926863963,3402137.993266281,2024-09-28T17:00:13Z
4332956.556477295,3402126.8814291772,2024-09-28T18:01:26Z
4333905.828106025,3401651.9394691475,2024-09-28T19:00:38Z
4333868.241617089,3401635.145615287,2024-09-28T20:00:15Z
4333872.120966004,3401665.20275248,2024-09-28T21:00:36Z
4333866.20638608,3401655.1712760003,2024-09-28T22:00:37Z
4333901.197510041,3401655.2655028175,2024-09-28T23:00:11Z
4333892.6330166,3401648.565371139,2024-09-29T00:00:22Z
4333876.109534452,3401655.1979180025,2024-09-29T01:00:38Z
4333893.290188095,3401649.679982906,2024-09-29T02:00:12Z
4333720.915672132,3401916.3003313527,2024-09-29T03:00:33Z
4333474.444532707,3402001.340032369,2024-09-29T04:00:37Z
4333479.077431178,3401996.900752831,2024-09-29T05:00:11Z
4333471.795065858,3402004.6716462085,2024-09-29T06:00:13Z
4333473.133031476,3401997.9980910085,2024-09-29T07:00:38Z
4333478.405501713,3402001.3503624564,2024-09-29T08:00:12Z
4333471.184886906,3401985.751765722,2024-09-29T09:00:26Z
4333477.082237187,3402002.4597516404,2024-09-29T10:00:37Z
4333486.996432766,3401998.0342568588,2024-09-29T11:00:36Z
4333490.303131852,3401995.8172078887,2024-09-29T12:00:10Z
4333488.337365874,3401990.247873007,2024-09-29T13:00:10Z
4333485.015946875,3401998.029087849,2024-09-29T14:00:37Z
4333486.996432766,3401998.0342568588,2024-09-29T15:00:09Z
4333484.361671383,3401995.8016992137,2024-09-29T16:00:10Z
4333482.390012858,3401992.458032585,2024-09-29T17:00:36Z
4333644.0970867835,3402005.1239411784,2024-09-29T18:00:14Z
4333704.426312698,3401910.692310577,2024-09-29T19:00:38Z
4333601.486671367,3401892.6146041425,2024-09-29T20:00:35Z
4333623.334995982,3401869.3025495308,2024-09-29T21:00:11Z
4333600.814612266,3401897.064196555,2024-09-29T22:00:38Z
4333598.88160613,3401879.2536552446,2024-09-29T23:00:36Z
4333604.83509936,3401874.8179748147,2024-09-30T00:00:14Z
4333277.032789348,3401756.0044512036,2024-09-30T01:00:12Z
4333720.909674268,3401918.5259968825,2024-09-30T02:00:37Z
4333574.582466521,3401831.3375786357,2024-09-30T03:00:09Z
4333568.004316188,3401822.417568371,2024-09-30T04:00:36Z
4333568.007278986,3401821.304735539,2024-09-30T05:00:11Z
4333537.055347409,3401792.2896696883,2024-09-30T06:00:17Z
4333580.509305163,3401836.9173633987,2024-09-30T07:00:37Z
4333571.959507836,3401824.6536415205,2024-09-30T08:00:10Z
4333573.282844294,3401823.544278581,2024-09-30T09:00:36Z
4333574.005278785,3401800.176524353,2024-09-30T10:00:38Z
4333081.7353560645,3401192.4101298456,2024-09-30T11:01:06Z
4333092.2655490795,3401205.7908119117,2024-09-30T12:00:13Z
4333094.243516834,3401206.908651174,2024-09-30T13:00:38Z
4333094.2634709105,3401199.1188204126,2024-09-30T14:00:11Z
4333098.230816211,3401196.9031695398,2024-09-30T15:00:12Z
4333094.89523724,3401210.248819015,2024-09-30T16:00:37Z
4333095.569763869,3401204.686323219,2024-09-30T17:00:09Z
4333092.917271043,3401209.130979481,2024-09-30T18:00:21Z
4333726.27188175,3401643.6686007166,2024-09-30T19:00:47Z
4333903.172056357,3401657.496509308,2024-09-30T20:01:00Z
4333862.278478797,3401642.9194658827,2024-09-30T21:00:10Z
4333807.976040827,3401460.267907166,2024-09-30T22:00:36Z
4333767.761764746,3401437.903611871,2024-09-30T23:00:11Z
4333767.8911746405,3401390.0518078855,2024-10-01T00:00:36Z
4333715.6057786895,3401436.65187704,2024-10-01T01:00:09Z
4333711.638343293,3401438.8670161124,2024-10-01T02:00:36Z
4333706.368402328,3401434.4016553992,2024-10-01T03:00:09Z
4333793.351307923,3401496.9525237232,2024-10-01T04:00:36Z
4333574.882666904,3401470.7780175237,2024-10-01T05:00:09Z
4333504.968424,3401443.886606795,2024-10-01T06:00:22Z
4333454.124113439,3401445.97967205,2024-10-01T07:00:38Z
4333452.806570402,3401444.8634022633,2024-10-01T08:00:10Z
4333456.753325156,3401450.4378783675,2024-10-01T09:00:14Z
4333454.78435261,3401445.9813906704,2024-10-01T10:00:37Z
4333454.793159929,3401442.642892205,2024-10-01T11:00:10Z
4333452.771346703,3401458.217396157,2024-10-01T12:00:10Z
4333456.741580186,3401454.889209662,2024-10-01T13:00:36Z
4333455.4328480605,3401450.4344406747,2024-10-01T14:00:15Z
4333442.900047489,3401445.950469447,2024-10-01T15:00:15Z
4333508.879735631,3401462.8151195054,2024-10-01T16:00:37Z
4333517.46576475,3401461.7247341177,2024-10-01T17:00:17Z
4333757.50631544,3401568.0786169493,2024-10-01T18:00:36Z
4333735.694969819,3401576.9232334215,2024-10-01T19:00:38Z
4333909.1352438545,3401649.72270964,2024-10-01T20:00:14Z
4333997.284820287,3401765.6968197725,2024-10-01T21:00:38Z
4334133.73142515,3401842.8554791193,2024-10-01T22:00:38Z
4334258.087293363,3401992.31919654,2024-10-01T23:00:13Z
4334072.726406572,3401939.5055594086,2024-10-02T00:00:36Z
4334072.744897911,3401932.828563944,2024-10-02T01:00:12Z
4334074.725411063,3401932.8339762534,2024-10-02T02:00:36Z
4333871.5153729,3401645.169988792,2024-10-02T03:00:14Z
4333734.392538899,3401570.2427225495,2024-10-02T04:00:36Z
4333467.962685983,3401456.0312775606,2024-10-02T05:01:00Z
4333455.335962192,3401487.1579239634,2024-10-02T06:00:18Z
4333467.898030355,3401480.5135996034,2024-10-02T07:00:38Z
4333460.620766667,3401486.058843996,2024-10-02T08:00:10Z
4333468.611167567,3401460.484329366,2024-10-02T09:00:21Z
4333462.642594461,3401470.484343284,2024-10-02T10:00:37Z
4333457.40475451,3401453.7780958186,2024-10-02T11:00:10Z
4333456.04023701,3401470.467150325,2024-10-02T12:00:16Z
4333438.2549181795,3401454.8411151613,2024-10-02T13:00:38Z
4333437.591748516,3401455.952231654,2024-10-02T14:00:12Z
4333439.551936462,3401463.747210783,2024-10-02T15:00:18Z
4333438.243190635,3401459.292446495,2024-10-02T16:00:37Z
4333434.947866297,3401457.058200046,2024-10-02T17:00:10Z
4333742.6095575625,3401461.206213295,2024-10-02T18:00:11Z
4333705.986686779,3401330.906462955,2024-10-02T19:00:38Z
4333717.964209241,3401296.4402250885,2024-10-02T20:00:15Z
4333707.313187663,3401328.6843044506,2024-10-02T21:00:36Z
4333694.744394064,3401337.5536656743,2024-10-02T22:00:26Z
4333648.675657651,3401281.789630012,2024-10-02T23:00:38Z
4333645.401171973,3401271.7654098566,2024-10-03T00:00:33Z
4333678.44721944,3401259.611612349,2024-10-03T01:00:11Z
4333654.053196805,3401246.1929502958,2024-10-03T02:00:36Z
4333659.3532364415,3401239.529926359,2024-10-03T03:00:10Z
4333656.033998104,3401246.1981891636,2024-10-03T04:00:36Z
4333531.556593079,3401127.9094718858,2024-10-03T05:00:10Z
4333268.14098497,3401112.759929447,2024-10-03T06:00:35Z
4333276.032587392,3401125.0214121607,2024-10-03T07:00:12Z
4333276.029694034,3401126.1342450217,2024-10-03T08:00:11Z
4333280.037706128,3401108.3390848665,2024-10-03T09:00:38Z
4333272.053528441,3401131.688247082,2024-10-03T10:00:36Z
4333273.376987445,3401130.5788012636,2024-10-03T11:00:10Z
4333286.527631957,3401151.7565160953,2024-10-03T12:00:17Z
4333286.623195027,3401115.033031878,2024-10-03T13:00:38Z
4333293.880539973,3401117.2773529626,2024-10-03T14:00:10Z
4333292.557072431,3401118.386793108,2024-10-03T15:00:38Z
4333289.264336872,3401115.039814381,2024-10-03T16:00:13Z
4333292.554175183,3401119.499625956,2024-10-03T17:00:11Z
4333623.606524692,3401273.9335411894,2024-10-03T18:00:37Z
4334004.599075103,3401746.7984003723,2024-10-03T19:00:17Z
4334009.905186827,3401737.910099092,2024-10-03T20:00:17Z
4334242.308947896,3401968.9058313794,2024-10-03T21:01:06Z
4334407.954145845,3401756.814536158,2024-10-03T22:00:12Z
4334367.367084002,3401867.98508168,2024-10-03T23:00:38Z
4334363.418604773,3401863.5226859925,2024-10-04T00:00:10Z
4334368.693747397,3401865.7631062963,2024-10-04T01:00:13Z
4333717.121100066,3401364.3212626097,2024-10-04T03:00:37Z
4333717.778352952,3401365.4358501937,2024-10-04T04:00:36Z
4333729.659859991,3401366.580286755,2024-10-04T05:00:12Z
4333397.846268274,3401002.923041016,2024-10-04T06:00:11Z
4333276.701551998,3401121.68460762,2024-10-04T07:00:37Z
4333273.4145930065,3401116.1119740834,2024-10-04T08:00:10Z
