sto,x,y,wald,wald_max,versiegelt
162,4321369.082842719,3163910.7890818594,90.55902099609375,100,0
163,4321469.107403076,3163909.4210826256,87.48362731933594,96,0
164,4321569.131946297,3163908.0530870124,86.816162109375,100,0
165,4321669.156472353,3163906.6850950206,85.67711639404297,96,0
166,4321769.180981211,3163905.317106651,85.56597137451172,94,0
167,4321869.205472845,3163903.949121903,87.66121673583984,99,0
168,4321969.22994722,3163902.5811407752,86.30491638183594,92,0
169,4322069.254404306,3163901.2131632664,87.07189178466797,92,0
170,4322169.278844073,3163899.845189384,87.67675018310547,95,0
171,4322269.303266493,3163898.4772191253,90.7109375,100,0
172,4322369.327671528,3163897.1092524887,90.24376678466797,100,0
173,4318166.920006932,3163854.541596655,85.2257308959961,93,0
174,4318266.945100757,3163853.1734982743,86.692169189453125,95,0
175,4318366.97017843,3163851.805403522,85.51868438720703,100,0
176,4318466.995239921,3163850.4373123953,79.014556884765625,97,0
177,4318567.020285196,3163849.0692248903,37.638057708740234,94,0.03523782640695572
178,4318667.045314227,3163847.701141014,1.1991722583770752,43,8.15539836883545
179,4318767.070326984,3163846.3330607666,0.689524233341217,69,0.013060120865702629
180,4318867.095323434,3163844.9649841445,15.161259651184082,78,0
181,4318967.120303549,3163843.596911148,84.11980438232422,95,0
182,4319067.145267293,3163842.228841785,88.86803436279297,95,0
183,4319167.170214642,3163840.8607760486,89.83662414550781,100,0
184,4319267.195145561,3163839.492713941,90.42213439941406,100,0
185,4319367.220060022,3163838.1246554637,94.0374755859375,100,0
